"geno_id_Meng","year","predicted.value","std.error","status"
"13_19-Parent CT3-08","22",1.62598576988977,0.854339454531206,"Estimable"
"13_2-Cross BB14-13p","23",4.35050969024352,0.854219847625917,"Estimable"
"13_2-Cross BB14-13p","22",2.79533436006772,0.854339454531207,"Estimable"
"13_20-Parent CT3-08","23",4.18116110006556,0.854219847625917,"Estimable"
"13_20-Parent CT3-08","22",2.62598576988976,0.854339454531207,"Estimable"
"13_21-Cross BB14-9p","23",10,0.854219847625917,"Estimable"
"13_21-Cross BB14-9p","22",9.18949149120651,0.854339454531207,"Estimable"
"13_22-Cross BB14-9p","23",9.26583539515455,0.854219847625917,"Estimable"
"13_22-Cross BB14-9p","22",7.71066006497875,0.854339454531207,"Estimable"
"13_23-Cross BB14-9p","23",10,0.854219847625917,"Estimable"
"13_23-Cross BB14-9p","22",9.1894914912065,0.854339454531207,"Estimable"
"13_24-Cross BB14-9p","23",10,0.854219847625917,"Estimable"
"13_24-Cross BB14-9p","22",9.18949149120651,0.854339454531207,"Estimable"
"13_25-Cross BB14-9p","23",9.26583539515455,0.854219847625917,"Estimable"
"13_25-Cross BB14-9p","22",7.71066006497875,0.854339454531207,"Estimable"
"13_26-Cross BB14-9p","23",7.7446668213823,0.854219847625917,"Estimable"
"13_26-Cross BB14-9p","22",6.1894914912065,0.854339454531207,"Estimable"
"13_27-Cross BB14-9p","23",2.7446668213823,0.854219847625917,"Estimable"
"13_27-Cross BB14-9p","22",1.1894914912065,0.854339454531207,"Estimable"
"13_28-Cross BB14-9p","23",9.26583539515455,0.854219847625917,"Estimable"
"13_28-Cross BB14-9p","22",7.71066006497875,0.854339454531207,"Estimable"
"13_29-Cross BB14-9p","23",7.5551753301758,1.23548221880245,"Estimable"
"13_29-Cross BB14-9p","22",6,1.23352724040462,"Estimable"
"13_3-Cross BB14-13p","23",5.78700396892679,0.854219847625917,"Estimable"
"13_3-Cross BB14-13p","22",4.23182863875099,0.854339454531207,"Estimable"
"13_30-Cross BB14-9p","23",8,1.18236334506035,"Estimable"
"13_30-Cross BB14-9p","22",6.4448246698242,1.18440277773192,"Estimable"
"13_31-Cross BB Ent 3","23",7.70232967383781,0.854219847625917,"Estimable"
"13_31-Cross BB Ent 3","22",6.14715434366201,0.854339454531207,"Estimable"
"13_35-Cross BB Ent 3","23",4.55517533017581,1.23548221880245,"Estimable"
"13_35-Cross BB Ent 3","22",3.00000000000001,1.23352724040462,"Estimable"
"13_36-Cross BB Ent 3","23",6.82934111647128,0.854219847625917,"Estimable"
"13_36-Cross BB Ent 3","22",5.27416578629548,0.854339454531206,"Estimable"
"13_39-Cross BB Ent 3","23",9.26583539515455,0.854219847625917,"Estimable"
"13_39-Cross BB Ent 3","22",7.71066006497875,0.854339454531207,"Estimable"
"13_40-Cross BB Ent 3","23",6,1.18236334506035,"Estimable"
"13_40-Cross BB Ent 3","22",4.44482466982419,1.18440277773192,"Estimable"
"13_5-Cross BB14-13p","23",7.30817254269903,0.854219847625917,"Estimable"
"13_5-Cross BB14-13p","22",5.75299721252323,0.854339454531206,"Estimable"
"13_6-Cross BB14-13p","23",5.35050969024352,0.854219847625917,"Estimable"
"13_6-Cross BB14-13p","22",3.79533436006772,0.854339454531206,"Estimable"
"13_7-Cross BB14-13p","23",4.87167826401576,0.854219847625917,"Estimable"
"13_7-Cross BB14-13p","22",3.31650293383996,0.854339454531206,"Estimable"
"13_8-Cross BB14-13p","23",4.35050969024352,0.854219847625917,"Estimable"
"13_8-Cross BB14-13p","22",2.79533436006772,0.854339454531207,"Estimable"
"13_9-Cross BB14-13p","23",5.78700396892679,0.854219847625917,"Estimable"
"13_9-Cross BB14-13p","22",4.23182863875099,0.854339454531207,"Estimable"
"14_1-Cross BB14-6b","23",0.999999999999989,1.18236334506035,"Estimable"
"14_1-Cross BB14-6b","22",0,1.18440277773192,"Estimable"
"14_10-Cross BB14-6b","23",7.30817254269903,0.854219847625917,"Estimable"
"14_10-Cross BB14-6b","22",5.75299721252323,0.854339454531206,"Estimable"
"14_13-Cross BB14-8b","23",3.18116110006557,0.854219847625917,"Estimable"
"14_13-Cross BB14-8b","22",1.62598576988976,0.854339454531207,"Estimable"
"14_14-Cross BB14-8b","23",5.7446668213823,0.854219847625917,"Estimable"
"14_14-Cross BB14-8b","22",4.1894914912065,0.854339454531207,"Estimable"
"14_16-Cross BB14-8b","23",3.5551753301758,1.23548221880245,"Estimable"
"14_16-Cross BB14-8b","22",2,1.23352724040462,"Estimable"
"14_17-Cross BB14-8b","23",2.18116110006557,0.854219847625917,"Estimable"
"14_17-Cross BB14-8b","22",0.625985769889767,0.854339454531206,"Estimable"
"14_18-Cross BB14-8b","23",5.22349824761005,0.854219847625917,"Estimable"
"14_18-Cross BB14-8b","22",3.66832291743425,0.854339454531206,"Estimable"
"14_19-Cross BB14-8b","23",5.7446668213823,0.854219847625917,"Estimable"
"14_19-Cross BB14-8b","22",4.1894914912065,0.854339454531207,"Estimable"
"14_20-Cross BB14-8b","23",2.78700396892679,0.854219847625917,"Estimable"
"14_20-Cross BB14-8b","22",1.23182863875099,0.854339454531207,"Estimable"
"14_21-Parent CT3-08","23",3.26583539515455,0.854219847625917,"Estimable"
"14_21-Parent CT3-08","22",1.71066006497875,0.854339454531206,"Estimable"
"14_22-Parent CT3-08","23",3.78700396892679,0.854219847625917,"Estimable"
"14_22-Parent CT3-08","22",2.23182863875099,0.854339454531206,"Estimable"
"14_23-Parent CT3-08","23",3.26583539515455,0.854219847625917,"Estimable"
"14_23-Parent CT3-08","22",1.71066006497875,0.854339454531206,"Estimable"
"14_24-Parent CT3-08","23",4.7446668213823,0.854219847625917,"Estimable"
"14_24-Parent CT3-08","22",3.1894914912065,0.854339454531206,"Estimable"
