"Entry","Rep","predicted.value","std.error","status"
"BB Ent 3","1",55.5710415787603,0.415930190010116,"Estimable"
"BB Ent 3","2",60.7683264597145,0.411594947915696,"Estimable"
"BB Ent 3","3",62.7343530425969,0.419816695182688,"Estimable"
"BB Ent 3","4",69.3997603483657,0.421139802761603,"Estimable"
"BB Ent 3","5",55.7753361046217,2.7984107476365,"Estimable"
"BB Ent 3","na",58.3722420226833,4.20621817413044,"Estimable"
"BB Ent 8","1",63.9129438197428,0.322994022896281,"Estimable"
"BB Ent 8","2",69.110228700697,0.325210373257809,"Estimable"
"BB Ent 8","3",71.0762552835794,0.324464903989078,"Estimable"
"BB Ent 8","4",77.7416625893482,0.328487234859006,"Estimable"
"BB Ent 8","5",64.1172383456042,2.78670326575541,"Estimable"
"BB Ent 8","na",66.7141442636658,4.19964735245893,"Estimable"
"BB14-1-a","1",57.6601624118715,0.314592799999781,"Estimable"
"BB14-1-a","2",62.8574472928256,0.319306316622767,"Estimable"
"BB14-1-a","3",64.8234738757081,0.314076936427661,"Estimable"
"BB14-1-a","4",71.4888811814769,0.320362021735367,"Estimable"
"BB14-1-a","5",57.8644569377328,2.78533948129001,"Estimable"
"BB14-1-a","na",60.4613628557945,4.19756730776568,"Estimable"
"BB14-1-b","1",61.5874902567658,0.355733602778551,"Estimable"
"BB14-1-b","2",66.78477513772,0.353486677845758,"Estimable"
"BB14-1-b","3",68.7508017206024,0.357111543885337,"Estimable"
"BB14-1-b","4",75.4162090263712,0.366018010102412,"Estimable"
"BB14-1-b","5",61.7917847826271,2.79069321397961,"Estimable"
"BB14-1-b","na",64.3886907006888,4.2022291783484,"Estimable"
"BB14-10b","1",57.198148932046,0.334810925269732,"Estimable"
"BB14-10b","2",62.3954338130001,0.325944227531375,"Estimable"
"BB14-10b","3",64.3614603958825,0.329598158788205,"Estimable"
"BB14-10b","4",71.0268677016513,0.331213699222505,"Estimable"
"BB14-10b","5",57.4024434579073,2.78756154380702,"Estimable"
"BB14-10b","na",59.9993493759689,4.20083465127372,"Estimable"
"BB14-11p","1",28.3563850354302,0.395262513581546,"Estimable"
